Comment,Score,Wing,Sentiment
"Bottom line, this ended well.  This is a Great Citizen and it was extremely nice to see a positive story.  THIS IS WHAT AMERICA IS ALL ABOUT.  I LOVE MY COUNTRY.",0.81079245,C,positive
"There was an incident a couple of decades ago in which a police officer in Australia, pulled over a couple on a state motorway. The man was an ex-con who started struggling with the officer at the roadside, fighting and biting him. The woman managed to get hold of the cop's baton and started hitting him as he fought with her boyfriend, then the boyfriend started trying to grab the cop's gun from his holster. The cop managed to win the struggle for the gun despite being bitten by the man and struck repeatedly with the baton by the woman. He shot the man literally point blank in the torso, killing him. The bullet passed clean through and hit and disabled the woman. By chance I was talking with some people at a social event some months after the story was in the news. A woman in the group had been a prison officer for a while. She said ""Oh yes, I knew the man who was killed. He was one of the inmates I had charge of at times. I knew it was him the second I read that story because he always was a biter."" A few years later, my vehicle broke down on the same motorway and I happened to roll to a halt about 100 metres ahead of a cop doing a traffic stop. About 15 minutes later he'd finished the stop and he drove up and pulled in near me to ask what was wrong. I explained I'd broken down and had already called the breakdown service. Then I saw his badge and recognised his name from the news stories. I said ""Hey, you're the guy who had the fight with the biter."" He sort of stiffened and said ""What of it?"" I replied ""Nothing. Just good work, man."" and told him I was glad he carried on being a cop, then I changed the subject because I could tell he was uncomfortable with it. Nice guy. Stuck around a couple more minutes chatting about other stuff then went on his way.",0.77005231,C,neutrally positive
"Im glad there are people like him around, i can assure an officer if saw that i would do the same and i know many others would too.",0.79164326,C,neutrally positive
"I myself helped a Nevada State Trooper subdue a suspect a few years ago,the suspect was wrestling with the officer on the side of the road after he was pulled over,I was passing  by and witnessed the struggle ,pulled over and ran to assist the officer as the suspect was trying to get the officers weapon.the officer retained his weapon and thanked me for the stepping in. I'm, not a hero,just a concerned citizen. The suspect in question had just committed an armed robbery and had cash and jewelry and loaded weapons in the vehicle. All of this could have gone real bad.",0.54002911,C,neutral
"I have a very strong feeling that this man doesn't want, or need fame. He simply wanted to help an officer in danger. We need more people like this.",0.62363666,C,neutrally positive
"Its sickening that witnesses are still needed when there is video. Thank you too the man who stepped ip to help the officer, and thank you to the policeman for risking his life to keep this trash off the streets.",0.79046863,C,neutrally positive
"This officer is made of steel. Not only does he remain calm during the incident, but he remained calm after being shot. Glad they caught those two liars who are now on the path to convicted felons, because, you see, videos are incapable of lying.",0.69548696,C,neutrally positive
"Thank you for your help, always being a good person can help the society in a better way. 
The police department should appreciate him in a good way.",0.62198305,C,neutrally positive
Thank you whoever you are for stepping in and helping the office. We need more people like you.,0.66355729,C,neutrally positive
He's certainly NOT a coward. He's older but his fighting spirit is intact. A cowboy and a gentleman. A true American,0.91604561,C,positive
"To the man who helped that officer ,  THANK YOU SIR !",0.66784197,C,neutrally positive
The man did his kind act. He does not want to be found. Let him have his privacy. He just wanted to help the officer. Thank you Sir!,0.59569138,C,neutral
Thanks to the good man that saved the officer__ life. Thankfully the officer__ gun was not taken. So sorry for the deaths of the other people. Condolences to them all.,0.85378921,C,positive
"I agree with folks. If he wanted recognition, he would've stayed. We live too much in a ""What do I get out of it?"" society. Genuinely helping others comes with the expectation that you might not get anything in return.",0.69648129,C,neutrally positive
"Couldn__ have happened to a better person.  Congratulations Marilyn, you really earned it.",0.90634263,C,positive
The problem is that these people have been accustomed to getting away with everything for so long that they don__ fear repercussions.,0.62715882,C,neutrally positive
